Year,Month,Category,Region,Units_Sold,Revenue,Profit,Customer_Rating,Ad_Spend
2020,January,Books,North,178,18767.52,2392.97,1.7,691.55
2023,September,Home Decor,East,490,90930.82,12611.47,4.9,4075.86
2022,January,Books,North,114,21023.81,4797.02,4.6,2760.57
2022,April,Beauty Products,South,297,6261.05,1630.48,4.2,4400.49
2024,April,Groceries,South,71,2163.23,279.47,5.0,4755.37
2022,October,Home Decor,South,227,21464.44,5173.01,2.5,3917.98
2024,December,Fashion,West,318,52502.29,15030.68,3.5,2260.95
2022,November,Home Decor,North,87,13450.65,1914.03,2.4,375.62
2021,June,Fashion,South,257,2858.22,832.54,4.3,387.9
2023,October,Home Decor,South,258,26227.58,4531.75,4.2,2771.96
2020,November,Groceries,North,84,15711.49,3196.61,1.6,1902.75
2023,April,Groceries,North,91,13442.53,3561.45,3.6,757.79
2024,October,Fashion,South,425,33779.8,10044.06,5.0,1581.33
2024,June,Groceries,East,276,52315.62,5663.86,4.3,198.55
2023,August,Home Decor,West,360,59587.7,6445.44,2.1,2715.59
2023,September,Fashion,North,395,24127.97,6070.62,2.2,2099.94
2024,August,Fashion,West,194,6920.91,1198.33,4.5,855.56
2022,November,Books,North,453,4689.11,716.84,3.8,2156.62
2023,December,Books,West,249,21741.57,5166.23,2.9,4059.59
2024,February,Books,North,58,1179.31,225.72,2.9,563.96
2024,July,Beauty Products,East,53,6223.65,1613.3,3.7,1160.62
2022,January,Electronics,West,277,14537.21,2822.17,3.6,2752.59
2020,February,Groceries,North,288,53434.07,9809.24,4.2,4314.73
2020,October,Electronics,East,352,22544.81,2413.58,3.1,2873.32
2022,February,Books,West,227,6177.41,1336.97,2.3,1109.26
2022,August,Books,North,355,8234.53,1151.37,1.4,4228.69
2022,August,Electronics,East,149,7072.33,1241.44,2.7,1145.21
2021,October,Fashion,West,185,33526.44,9657.14,3.0,895.84
2022,October,Home Decor,East,84,7141.61,1232.68,4.8,4447.57
2021,November,Books,West,275,13819.68,3061.31,3.0,1784.89
2022,October,Groceries,South,357,10618.33,1449.18,1.6,4058.56
2024,May,Fashion,North,298,45717.46,8436.76,4.4,3231.15
2022,June,Beauty Products,South,73,9191.78,1310.09,2.5,890.21
2020,July,Fashion,East,191,3593.65,975.27,4.9,4036.72
2021,October,Groceries,East,111,6009.38,1239.06,3.5,4448.04
2024,April,Beauty Products,South,190,9819.01,1383.7,1.7,4872.78
2021,June,Fashion,West,377,7644.6,2058.47,2.5,172.03
2020,April,Books,South,329,6471.14,724.98,3.1,1879.21
2020,February,Home Decor,North,299,32194.64,5232.38,2.8,1645.33
2020,October,Electronics,West,452,33931.44,5684.21,1.7,4667.04
2024,April,Groceries,North,287,52981.21,5880.04,3.8,3138.2
2021,September,Home Decor,West,275,17423.44,2898.7,4.6,4487.53
2023,April,Electronics,East,293,22129.72,3325.31,4.7,2494.54
2022,October,Beauty Products,North,454,86125.67,9629.87,2.7,2203.28
2021,June,Fashion,East,473,53557.46,6179.76,2.4,602.83
2024,November,Electronics,East,378,10216.53,1554.99,3.8,3817.24
2020,December,Groceries,West,344,8196.52,2319.16,1.5,2447.89
2024,April,Books,North,261,35926.51,10361.69,2.7,3753.45
2023,April,Books,South,73,14283.78,1987.86,2.6,1263.09
2021,January,Electronics,West,125,21711.66,2656.51,2.4,2872.99
2024,December,Electronics,East,428,80545.84,20172.34,2.7,4712.18
2023,October,Electronics,West,446,18596.62,2542.11,1.2,3439.64
2022,November,Books,North,468,10252.52,2294.11,4.3,3043.98
2022,September,Groceries,North,282,14606.25,1753.39,3.1,2221.33
2021,June,Beauty Products,West,157,7144.89,1602.61,2.0,1444.97
2023,May,Groceries,West,76,6884.23,749.49,4.8,2842.56
2022,January,Home Decor,North,357,19697.42,5215.19,1.2,1119.99
2022,April,Home Decor,South,30,5134.52,566.9,1.9,884.93
2022,February,Fashion,North,349,69551.8,9749.96,1.1,1594.03
2020,October,Home Decor,East,417,71924.13,18375.28,1.0,4698.42
2022,November,Groceries,North,476,59692.11,10157.38,1.5,4256.51
2022,April,Home Decor,West,58,8680.25,1691.33,4.5,3628.23
2022,December,Home Decor,East,358,25213.33,3601.22,4.8,3863.04
2023,July,Beauty Products,East,269,18989.36,3173.85,5.0,1111.94
2020,July,Fashion,East,77,5487.04,597.09,3.4,3704.31
2022,July,Home Decor,South,99,7886.01,1459.49,4.7,1796.07
2022,December,Home Decor,East,224,10322.04,2718.81,2.6,4379.12
2022,October,Beauty Products,South,195,7905.02,1370.04,4.5,4512.4
2023,August,Books,North,477,48249.7,8237.87,2.0,3848.4
2020,June,Beauty Products,West,90,7736.84,1758.84,3.9,3694.56
2020,August,Fashion,West,242,18209.45,4462.99,2.5,120.8
2024,May,Beauty Products,East,179,17380.58,2774.41,3.1,4264.27
2024,December,Books,East,256,42096.75,8690.52,1.2,3037.7
2023,November,Electronics,East,458,68058.61,19697.67,3.6,3581.3
2021,March,Groceries,North,121,8543.56,2549.04,3.3,3805.12
2023,November,Fashion,West,396,35744.1,9327.99,3.2,2764.22
2020,February,Beauty Products,East,147,25125.9,3892.19,2.9,1009.03
2023,September,Fashion,West,281,10753.24,1202.31,3.4,3537.31
2021,August,Groceries,South,227,24867.2,2659.3,4.0,2292.62
2024,December,Groceries,West,220,22936.84,5170.29,2.4,3527.25
2021,April,Groceries,South,333,51135.28,9460.58,1.2,4055.43
2020,June,Books,South,472,23422.85,3399.75,1.6,4171.27
2021,January,Beauty Products,North,47,5384.66,1154.28,1.3,3726.05
2021,June,Home Decor,West,331,28308.94,8391.85,2.2,3326.97
2022,December,Books,South,297,6632.65,1573.48,2.3,439.44
2024,February,Electronics,North,308,56907.24,7880.34,3.7,4322.44
2020,December,Electronics,West,159,21892.16,4611.14,1.5,2021.31
2024,March,Fashion,West,473,80266.7,19741.11,2.7,3143.27
2021,September,Books,South,378,8870.66,1773.45,3.7,3454.35
2021,May,Fashion,East,227,39950.07,10791.26,4.4,3467.95
2021,April,Books,South,226,4334.58,732.4,1.4,3013.19
2021,September,Home Decor,West,452,51297.91,13195.27,3.4,1462.61
2023,August,Groceries,South,224,37491.54,11244.88,2.5,1992.65
2023,July,Electronics,North,109,8254.37,1846.56,4.1,4794.16
2021,April,Home Decor,East,187,12922.21,2964.94,4.5,4804.18
2021,May,Electronics,South,447,71496.85,11096.69,1.7,1635.71
2024,November,Fashion,South,112,10572.28,2728.5,2.2,366.46
2022,February,Electronics,East,446,25163.26,3120.53,3.4,2431.53
2023,September,Electronics,South,279,15821.76,2041.95,2.3,3384.95
2023,March,Fashion,East,246,15765.11,2354.45,1.4,300.41
2020,February,Groceries,West,110,11997.01,3498.84,3.2,1093.24
2021,June,Electronics,South,70,3594.91,618.48,3.5,983.55
2021,May,Beauty Products,East,20,1369.91,189.27,2.8,1962.8
2020,January,Fashion,South,449,56818.54,9692.13,1.5,3724.84
2022,February,Electronics,South,479,16441.85,2896.62,2.0,1107.77
2022,January,Home Decor,South,405,49053.27,11913.65,2.3,332.64
2022,March,Beauty Products,North,252,8354.28,1340.7,4.5,2805.16
2020,July,Books,West,331,31062.79,7010.58,5.0,631.28
2022,June,Beauty Products,North,340,52214.12,5405.44,1.7,2185.67
2021,June,Electronics,North,423,70156.08,19156.34,4.7,3851.43
2022,August,Beauty Products,West,224,22852.6,6079.32,1.3,4449.97
2023,October,Groceries,West,447,70648.63,19048.48,1.1,2247.99
2023,September,Books,North,242,36541.15,6162.95,4.3,1582.93
2020,February,Groceries,East,282,12612.9,2641.73,3.0,1726.59
2021,April,Home Decor,East,88,10126.44,1211.13,3.9,3718.84
2024,December,Fashion,East,129,1530.12,321.76,3.4,4060.55
2024,July,Electronics,North,160,16939.37,5065.13,2.2,4307.44
2024,September,Beauty Products,North,91,1675.18,197.32,2.4,2055.08
2024,December,Beauty Products,North,63,3116.57,476.05,1.5,4933.32
2023,March,Groceries,East,229,43271.4,6865.69,2.8,4106.96
2023,June,Beauty Products,West,213,4399.96,901.15,3.4,785.56
2021,April,Home Decor,South,130,9120.84,1272.8,2.0,3046.41
2021,June,Home Decor,West,476,78591.7,12718.8,2.9,4492.35
2022,December,Home Decor,South,177,30058.31,7241.01,3.1,3396.89
2021,October,Beauty Products,North,383,59103.1,15776.98,1.1,4524.01
2022,September,Books,South,431,80026.24,23386.29,1.8,2650.31
2022,August,Books,North,72,10857.07,3085.31,5.0,4024.08
2021,February,Fashion,North,222,4723.0,1368.95,4.1,2746.57
2023,January,Books,South,455,16452.67,2398.09,3.0,4081.2
2020,October,Beauty Products,West,495,53666.98,9812.66,4.9,377.5
2020,August,Electronics,North,432,81181.39,22546.17,4.0,2397.73
2023,July,Beauty Products,East,80,10966.98,2345.83,1.4,3231.38
2024,January,Fashion,South,296,12070.02,3259.79,1.9,3009.47
2021,November,Home Decor,North,54,1572.48,384.1,2.4,2923.59
2020,May,Home Decor,South,325,24612.1,5437.76,2.5,3909.31
2021,January,Books,South,159,19596.4,1963.58,1.1,3095.4
2021,December,Electronics,East,223,22206.9,6118.61,1.9,2506.19
2020,June,Books,North,258,31732.9,6003.26,2.9,3228.76
2023,June,Groceries,North,459,83634.84,14872.89,1.2,3684.24
2022,December,Fashion,West,103,7125.27,2055.17,4.5,4496.49
2024,May,Beauty Products,South,326,36484.87,8248.26,4.5,1580.65
2023,May,Home Decor,South,321,17584.98,4336.5,1.1,1436.07
2021,June,Groceries,South,442,19661.31,5149.16,2.2,4620.24
2020,July,Groceries,East,198,3653.18,966.82,4.7,1039.8
2021,November,Electronics,South,316,8828.05,1502.71,3.0,3783.22
2023,May,Electronics,West,220,36700.75,10785.11,1.5,1781.23
2021,May,Electronics,West,94,18204.63,5386.68,4.9,2546.97
2021,October,Fashion,North,200,36459.34,10272.68,1.1,4603.26
2023,January,Fashion,West,38,5606.14,1577.25,3.2,4788.84
2024,October,Groceries,East,422,13513.47,2667.7,3.1,495.29
2021,January,Electronics,North,85,14304.92,2047.38,2.1,370.55
2024,May,Groceries,South,434,66941.72,14621.33,2.5,2944.75
2021,October,Beauty Products,North,211,19643.44,2722.46,1.5,218.01
